 
t,x,y,r,vx,vy,v,ax,ay,a,step,frame,px,p,pixelx,pixely
1.866667E0,6.599194E-1,2.973504E-2,6.605890E-1,8.269943E-1,-3.418243E-1,8.948539E-1,3.402491E0,4.158600E0,5.373165E0,2.240000E2,2.240000E2,8.269943E-1,8.948539E-1,3.885000E2,2.244167E2
1.875000E0,6.681894E-1,2.697839E-2,6.687338E-1,7.718614E-1,-1.984786E-1,7.969716E-1,-8.317200E0,7.561091E0,1.124037E1,2.250000E2,2.250000E2,7.718614E-1,7.969716E-1,3.922500E2,2.256667E2
1.883333E0,6.727838E-1,2.642706E-2,6.733026E-1,5.954359E-1,-1.653989E-1,6.179812E-1,-8.317200E0,3.780546E-1,8.325788E0,2.260000E2,2.260000E2,5.954359E-1,6.179812E-1,3.943333E2,2.259167E2
1.891667E0,6.781133E-1,2.422175E-2,6.785458E-1,6.726221E-1,-2.425850E-1,7.150300E-1,1.776856E1,-8.317200E0,1.961881E1,2.270000E2,2.270000E2,6.726221E-1,7.150300E-1,3.967500E2,2.269167E2
1.900000E0,6.839941E-1,2.238398E-2,6.843603E-1,8.711007E-1,-2.756648E-1,9.136780E-1,5.670818E0,3.780546E-1,5.683406E0,2.280000E2,2.280000E2,8.711007E-1,9.136780E-1,3.994167E2,2.277500E2
1.908333E0,6.926316E-1,1.962733E-2,6.929097E-1,8.380209E-1,-2.646382E-1,8.788131E-1,-1.058553E1,-7.561091E-1,1.061250E1,2.290000E2,2.290000E2,8.380209E-1,8.788131E-1,4.033333E2,2.290000E2
1.916667E0,6.979612E-1,1.797334E-2,6.981925E-1,6.174891E-1,-2.536116E-1,6.675415E-1,-1.209775E1,-4.158600E0,1.279255E1,2.300000E2,2.300000E2,6.174891E-1,6.675415E-1,4.057500E2,2.297500E2
1.925000E0,7.029231E-1,1.540047E-2,7.030918E-1,6.505689E-1,-3.528509E-1,7.400970E-1,1.890273E0,2.268327E0,2.952700E0,2.310000E2,2.310000E2,6.505689E-1,7.400970E-1,4.080000E2,2.309167E2
1.933333E0,7.088040E-1,1.209249E-2,7.089071E-1,6.726221E-1,-2.425850E-1,7.150300E-1,1.890273E0,6.804982E0,7.062642E0,2.320000E2,2.320000E2,6.726221E-1,7.150300E-1,4.106667E2,2.324167E2
1.941667E0,7.141335E-1,1.135739E-2,7.142238E-1,6.615955E-1,-1.764255E-1,6.847149E-1,-5.292764E0,1.512218E0,5.504557E0,2.330000E2,2.330000E2,6.615955E-1,6.847149E-1,4.130833E2,2.327500E2
1.950000E0,7.198306E-1,9.152071E-3,7.198887E-1,6.064625E-1,-2.646382E-1,6.616873E-1,1.890273E0,-5.292764E0,5.620185E0,2.340000E2,2.340000E2,6.064625E-1,6.616873E-1,4.156667E2,2.337500E2
1.958333E0,7.242412E-1,6.946752E-3,7.242745E-1,6.505689E-1,-2.536116E-1,6.982540E-1,5.670818E0,1.890273E0,5.977567E0,2.350000E2,2.350000E2,6.505689E-1,6.982540E-1,4.176667E2,2.347500E2
1.966667E0,7.306734E-1,4.925211E-3,7.306900E-1,7.498082E-1,-2.315584E-1,7.847494E-1,1.436607E1,-5.670818E0,1.544481E1,2.360000E2,2.360000E2,7.498082E-1,7.847494E-1,4.205833E2,2.356667E2
1.975000E0,7.367380E-1,3.087446E-3,7.367445E-1,8.490475E-1,-3.307977E-1,9.112128E-1,3.402491E0,7.561091E-1,3.485491E0,2.370000E2,2.370000E2,8.490475E-1,9.112128E-1,4.233333E2,2.365000E2
1.983333E0,7.448242E-1,-5.880849E-4,7.448244E-1,8.600741E-1,-2.756648E-1,9.031714E-1,6.048873E0,6.426927E0,8.825772E0,2.380000E2,2.380000E2,8.600741E-1,9.031714E-1,4.270000E2,2.381667E2
1.991667E0,7.510726E-1,-1.506967E-3,7.510741E-1,8.821273E-1,-1.543723E-1,8.955330E-1,2.041495E1,1.512218E1,2.540572E1,2.390000E2,2.390000E2,8.821273E-1,8.955330E-1,4.298333E2,2.385833E2
2.000000E0,7.595263E-1,-3.160956E-3,7.595329E-1,1.223952E0,-7.718614E-2,1.226383E0,,,,2.400000E2,2.400000E2,1.223952E0,1.226383E0,4.336667E2,2.393333E2
2.008333E0,7.714718E-1,-2.793403E-3,7.714768E-1,,,,,,,2.410000E2,2.410000E2,,,4.390833E2,2.391667E2
